; Sample Rate 44100
; Channels 2
    0.0015873016    -0.4489440918   -0.4489440918 
    0.0016099773   -0.39611816406  -0.39611816406 
    0.0016326531   -0.36645507812  -0.36645507812 
    0.0016553288   -0.34255981445  -0.34255981445 
    0.0016780045   -0.33294677734  -0.33294677734 
    0.0017006803   -0.32232666016  -0.32232666016 
     0.001723356   -0.32073974609  -0.32073974609 
    0.0017460317   -0.31524658203  -0.31524658203 
    0.0017687075      -0.31640625     -0.31640625 
    0.0017913832   -0.31274414062  -0.31274414062 
     0.001814059   -0.31478881836  -0.31478881836 
    0.0018367347   -0.31161499023  -0.31161499023 
    0.0018594104   -0.31405639648  -0.31405639648 
    0.0018820862   -0.31033325195  -0.31033325195 
    0.0019047619   -0.31384277344  -0.31384277344 
    0.0019274376   -0.30584716797  -0.30584716797 
    0.0019501134   -0.31881713867  -0.31881713867 
    0.0019727891   -0.16345214844  -0.16345214844 
    0.0019954649    0.29382324219   0.29382324219 
    0.0020181406    0.46966552734   0.46966552734 
    0.0020408163    0.41983032227   0.41983032227 
    0.0020634921       0.34765625      0.34765625 
    0.0020861678    0.27108764648   0.27108764648 
    0.0021088435    0.22357177734   0.22357177734 
    0.0021315193    0.18563842773   0.18563842773 
     0.002154195     0.1669921875    0.1669921875 
    0.0021768707     0.1510925293    0.1510925293 
    0.0021995465    0.14553833008   0.14553833008 
    0.0022222222    0.13885498047   0.13885498047 
     0.002244898    0.13793945312   0.13793945312 
    0.0022675737    0.13479614258   0.13479614258 
    0.0022902494    0.13522338867   0.13522338867 
    0.0023129252    0.13363647461   0.13363647461 
    0.0023356009    0.13400268555   0.13400268555 
    0.0023582766    0.13363647461   0.13363647461 
    0.0023809524    0.13284301758   0.13284301758 
    0.0024036281      0.134765625     0.134765625 
    0.0024263039    0.12899780273   0.12899780273 
    0.0024489796    0.14538574219   0.14538574219 
    0.0024716553  0.00030517578125 0.00030517578125 
    0.0024943311   -0.45523071289  -0.45523071289 
    0.0025170068   -0.64138793945  -0.64138793945 
    0.0025396825   -0.60198974609  -0.60198974609 
    0.0025623583   -0.52890014648  -0.52890014648 
     0.002585034   -0.45538330078  -0.45538330078 
    0.0026077098   -0.40451049805  -0.40451049805 
    0.0026303855   -0.36849975586  -0.36849975586 
    0.0026530612   -0.34680175781  -0.34680175781 
     0.002675737   -0.33282470703  -0.33282470703 
    0.0026984127   -0.32473754883  -0.32473754883 
    0.0027210884   -0.31991577148  -0.31991577148 
    0.0027437642   -0.31680297852  -0.31680297852 
    0.0027664399   -0.31546020508  -0.31546020508 
    0.0027891156   -0.31384277344  -0.31384277344 
    0.0028117914   -0.31402587891  -0.31402587891 
    0.0028344671   -0.31234741211  -0.31234741211 
    0.0028571429   -0.31362915039  -0.31362915039 
    0.0028798186     -0.310546875    -0.310546875 
    0.0029024943   -0.31411743164  -0.31411743164 
    0.0029251701   -0.30484008789  -0.30484008789 
    0.0029478458     -0.322265625    -0.322265625 
    0.0029705215   -0.17401123047  -0.17401123047 
    0.0029931973    0.28176879883   0.28176879883 
     0.003015873    0.46719360352   0.46719360352 
    0.0030385488    0.42391967773   0.42391967773 
    0.0030612245    0.34887695312   0.34887695312 
    0.0030839002    0.27462768555   0.27462768555 
     0.003106576    0.22375488281   0.22375488281 
    0.0031292517     0.1877746582    0.1877746582 
    0.0031519274    0.16647338867   0.16647338867 
    0.0031746032    0.15249633789   0.15249633789 
    0.0031972789    0.14483642578   0.14483642578 
    0.0032199546    0.13977050781   0.13977050781 
    0.0032426304    0.13729858398   0.13729858398 
    0.0032653061     0.1354675293    0.1354675293 
    0.0032879819    0.13470458984   0.13470458984 
    0.0033106576    0.13409423828   0.13409423828 
    0.0033333333    0.13375854492   0.13375854492 
    0.0033560091    0.13372802734   0.13372802734 
    0.0033786848    0.13296508789   0.13296508789 
    0.0034013605    0.13427734375   0.13427734375 
    0.0034240363     0.1301574707    0.1301574707 
     0.003446712    0.14248657227   0.14248657227 
    0.0034693878   0.039733886719  0.039733886719 
    0.0034920635   -0.40423583984  -0.40423583984 
    0.0035147392   -0.64031982422  -0.64031982422 
     0.003537415    -0.6071472168   -0.6071472168 
    0.0035600907   -0.54028320312  -0.54028320312 
    0.0035827664   -0.46115112305  -0.46115112305 
    0.0036054422   -0.41119384766  -0.41119384766 
    0.0036281179   -0.37057495117  -0.37057495117 
    0.0036507937   -0.35012817383  -0.35012817383 
    0.0036734694    -0.3330078125   -0.3330078125 
    0.0036961451   -0.32650756836  -0.32650756836 
    0.0037188209   -0.31939697266  -0.31939697266 
    0.0037414966   -0.31796264648  -0.31796264648 
    0.0037641723   -0.31478881836  -0.31478881836 
    0.0037868481    -0.3147277832   -0.3147277832 
    0.0038095238   -0.31332397461  -0.31332397461 
    0.0038321995   -0.31311035156  -0.31311035156 
    0.0038548753   -0.31292724609  -0.31292724609 
     0.003877551   -0.31134033203  -0.31134033203 
    0.0039002268   -0.31335449219  -0.31335449219 
    0.0039229025   -0.30609130859  -0.30609130859 
    0.0039455782   -0.32046508789  -0.32046508789 
     0.003968254   -0.20629882812  -0.20629882812 
    0.0039909297     0.2438659668    0.2438659668 
    0.0040136054    0.46536254883   0.46536254883 
    0.0040362812    0.42959594727   0.42959594727 
    0.0040589569    0.35681152344   0.35681152344 
    0.0040816327    0.28005981445   0.28005981445 
    0.0041043084    0.22817993164   0.22817993164 
    0.0041269841    0.19003295898   0.19003295898 
    0.0041496599    0.16845703125   0.16845703125 
    0.0041723356    0.15310668945   0.15310668945 
    0.0041950113     0.1457824707    0.1457824707 
    0.0042176871    0.13973999023   0.13973999023 
    0.0042403628    0.13790893555   0.13790893555 
    0.0042630385    0.13513183594   0.13513183594 
    0.0042857143    0.13528442383   0.13528442383 
      0.00430839    0.13354492188   0.13354492188 
    0.0043310658    0.13439941406   0.13439941406 
    0.0043537415    0.13299560547   0.13299560547 
    0.0043764172    0.13388061523   0.13388061523 
     0.004399093    0.13317871094   0.13317871094 
    0.0044217687     0.1318359375    0.1318359375 
    0.0044444444    0.13919067383   0.13919067383 
    0.0044671202   0.069152832031  0.069152832031 
    0.0044897959   -0.35696411133  -0.35696411133 
    0.0045124717   -0.63513183594  -0.63513183594 
    0.0045351474    -0.6125793457   -0.6125793457 
    0.0045578231   -0.54904174805  -0.54904174805 
    0.0045804989   -0.46752929688  -0.46752929688 
    0.0046031746   -0.41622924805  -0.41622924805 
    0.0046258503   -0.37350463867  -0.37350463867 
    0.0046485261   -0.35217285156  -0.35217285156 
    0.0046712018   -0.33413696289  -0.33413696289 
    0.0046938776   -0.32727050781  -0.32727050781 
    0.0047165533   -0.31979370117  -0.31979370117 
     0.004739229   -0.31823730469  -0.31823730469 
    0.0047619048   -0.31491088867  -0.31491088867 
    0.0047845805   -0.31488037109  -0.31488037109 
    0.0048072562   -0.31329345703  -0.31329345703 
     0.004829932   -0.31329345703  -0.31329345703 
    0.0048526077    -0.3127746582   -0.3127746582 
    0.0048752834   -0.31173706055  -0.31173706055 
    0.0048979592   -0.31286621094  -0.31286621094 
    0.0049206349   -0.30740356445  -0.30740356445 
    0.0049433107   -0.31781005859  -0.31781005859 
    0.0049659864   -0.23608398438  -0.23608398438 
    0.0049886621    0.19931030273   0.19931030273 
    0.0050113379    0.46157836914   0.46157836914 
    0.0050340136     0.4348449707    0.4348449707 
    0.0050566893    0.36584472656   0.36584472656 
    0.0050793651    0.28564453125   0.28564453125 
    0.0051020408    0.23352050781   0.23352050781 
    0.0051247166    0.19216918945   0.19216918945 
    0.0051473923    0.17105102539   0.17105102539 
     0.005170068    0.15347290039   0.15347290039 
    0.0051927438    0.14715576172   0.14715576172 
    0.0052154195    0.13940429688   0.13940429688 
    0.0052380952    0.13882446289   0.13882446289 
     0.005260771    0.13455200195   0.13455200195 
    0.0052834467    0.13607788086   0.13607788086 
    0.0053061224    0.13284301758   0.13284301758 
    0.0053287982    0.13522338867   0.13522338867 
    0.0053514739    0.13217163086   0.13217163086 
    0.0053741497    0.13485717773   0.13485717773 
    0.0053968254    0.13201904297   0.13201904297 
    0.0054195011    0.13357543945   0.13357543945 
    0.0054421769    0.13580322266   0.13580322266 
    0.0054648526   0.092834472656  0.092834472656 
    0.0054875283   -0.30905151367  -0.30905151367 
    0.0055102041   -0.62637329102  -0.62637329102 
    0.0055328798   -0.61804199219  -0.61804199219 
    0.0055555556   -0.55703735352  -0.55703735352 
    0.0055782313   -0.47436523438  -0.47436523438 
     0.005600907   -0.42095947266  -0.42095947266 
    0.0056235828   -0.37677001953  -0.37677001953 
    0.0056462585   -0.35406494141  -0.35406494141 
    0.0056689342   -0.33544921875  -0.33544921875 
      0.00569161   -0.32788085938  -0.32788085938 
    0.0057142857       -0.3203125      -0.3203125 
    0.0057369615   -0.31842041016  -0.31842041016 
    0.0057596372   -0.31509399414  -0.31509399414 
    0.0057823129   -0.31500244141  -0.31500244141 
    0.0058049887   -0.31329345703  -0.31329345703 
    0.0058276644    -0.3134765625   -0.3134765625 
    0.0058503401   -0.31256103516  -0.31256103516 
    0.0058730159    -0.3122253418   -0.3122253418 
    0.0058956916   -0.31219482422  -0.31219482422 
    0.0059183673   -0.30895996094  -0.30895996094 
    0.0059410431   -0.31457519531  -0.31457519531 
    0.0059637188    -0.2614440918   -0.2614440918 
    0.0059863946     0.1520690918    0.1520690918 
    0.0060090703    0.45446777344   0.45446777344 
     0.006031746    0.44018554688   0.44018554688 
    0.0060544218    0.37457275391   0.37457275391 
    0.0060770975    0.29180908203   0.29180908203 
    0.0060997732    0.23876953125   0.23876953125 
     0.006122449    0.19479370117   0.19479370117 
    0.0061451247    0.17340087891   0.17340087891 
    0.0061678005    0.15420532227   0.15420532227 
    0.0061904762    0.14828491211   0.14828491211 
    0.0062131519    0.13940429688   0.13940429688 
    0.0062358277    0.13949584961   0.13949584961 
    0.0062585034    0.13430786133   0.13430786133 
    0.0062811791    0.13656616211   0.13656616211 
    0.0063038549    0.13247680664   0.13247680664 
    0.0063265306    0.13571166992   0.13571166992 
    0.0063492063    0.13168334961   0.13168334961 
    0.0063718821     0.1354675293    0.1354675293 
    0.0063945578    0.13122558594   0.13122558594 
    0.0064172336    0.13485717773   0.13485717773 
    0.0064399093    0.13287353516   0.13287353516 
     0.006462585    0.11141967773   0.11141967773 
    0.0064852608   -0.25985717773  -0.25985717773 
    0.0065079365    -0.6139831543   -0.6139831543 
    0.0065306122   -0.62322998047  -0.62322998047 
     0.006553288   -0.56478881836  -0.56478881836 
    0.0065759637    -0.4814453125   -0.4814453125 
    0.0065986395   -0.42584228516  -0.42584228516 
    0.0066213152   -0.38012695312  -0.38012695312 
    0.0066439909   -0.35610961914  -0.35610961914 
    0.0066666667   -0.33670043945  -0.33670043945 
    0.0066893424   -0.32867431641  -0.32867431641 
    0.0067120181   -0.32070922852  -0.32070922852 
    0.0067346939   -0.31878662109  -0.31878662109 
    0.0067573696   -0.31512451172  -0.31512451172 
    0.0067800454   -0.31524658203  -0.31524658203 
    0.0068027211   -0.31311035156  -0.31311035156 
    0.0068253968   -0.31384277344  -0.31384277344 
    0.0068480726   -0.31219482422  -0.31219482422 
    0.0068707483   -0.31283569336  -0.31283569336 
     0.006893424   -0.31137084961  -0.31137084961 
    0.0069160998   -0.31066894531  -0.31066894531 
    0.0069387755   -0.31121826172  -0.31121826172 
    0.0069614512   -0.28210449219  -0.28210449219 
     0.006984127    0.10336303711   0.10336303711 
    0.0070068027    0.44354248047   0.44354248047 
    0.0070294785    0.44561767578   0.44561767578 
    0.0070521542        0.3828125       0.3828125 
    0.0070748299    0.29861450195   0.29861450195 
    0.0070975057    0.24383544922   0.24383544922 
    0.0071201814    0.19787597656   0.19787597656 
    0.0071428571    0.17556762695   0.17556762695 
    0.0071655329    0.15533447266   0.15533447266 
    0.0071882086     0.1491394043    0.1491394043 
    0.0072108844    0.13970947266   0.13970947266 
    0.0072335601    0.13983154297   0.13983154297 
    0.0072562358    0.13430786133   0.13430786133 
    0.0072789116    0.13674926758   0.13674926758 
    0.0073015873    0.13238525391   0.13238525391 
     0.007324263    0.13586425781   0.13586425781 
    0.0073469388    0.13153076172   0.13153076172 
    0.0073696145     0.1357421875    0.1357421875 
    0.0073922902    0.13079833984   0.13079833984 
     0.007414966     0.1357421875    0.1357421875 
    0.0074376417    0.13055419922   0.13055419922 
    0.0074603175    0.12539672852   0.12539672852 
    0.0074829932   -0.21035766602  -0.21035766602 
    0.0075056689   -0.59741210938  -0.59741210938 
    0.0075283447    -0.6282043457   -0.6282043457 
    0.0075510204   -0.57214355469  -0.57214355469 
    0.0075736961   -0.48892211914  -0.48892211914 
    0.0075963719   -0.43072509766  -0.43072509766 
    0.0076190476   -0.38375854492  -0.38375854492 
    0.0076417234   -0.35815429688  -0.35815429688 
    0.0076643991    -0.3381652832   -0.3381652832 
    0.0076870748   -0.32943725586  -0.32943725586 
    0.0077097506   -0.32119750977  -0.32119750977 
    0.0077324263   -0.31909179688  -0.31909179688 
     0.007755102   -0.31524658203  -0.31524658203 
    0.0077777778   -0.31546020508  -0.31546020508 
    0.0078004535   -0.31301879883  -0.31301879883 
    0.0078231293   -0.31411743164  -0.31411743164 
     0.007845805   -0.31188964844  -0.31188964844 
    0.0078684807   -0.31338500977  -0.31338500977 
    0.0078911565   -0.31066894531  -0.31066894531 
    0.0079138322    -0.3122253418   -0.3122253418 
    0.0079365079   -0.30822753906  -0.30822753906 
    0.0079591837   -0.29818725586  -0.29818725586 
    0.0079818594   0.053955078125  0.053955078125 
    0.0080045351    0.42849731445   0.42849731445 
    0.0080272109    0.45086669922   0.45086669922 
    0.0080498866         0.390625        0.390625 
    0.0080725624    0.30587768555   0.30587768555 
    0.0080952381    0.24887084961   0.24887084961 
    0.0081179138    0.20132446289   0.20132446289 
    0.0081405896    0.17764282227   0.17764282227 
    0.0081632653    0.15664672852   0.15664672852 
     0.008185941    0.14987182617   0.14987182617 
    0.0082086168    0.14019775391   0.14019775391 
    0.0082312925    0.14007568359   0.14007568359 
    0.0082539683     0.1344909668    0.1344909668 
     0.008276644    0.13681030273   0.13681030273 
    0.0082993197    0.13247680664   0.13247680664 
    0.0083219955    0.13589477539   0.13589477539 
    0.0083446712    0.13153076172   0.13153076172 
    0.0083673469    0.13580322266   0.13580322266 
    0.0083900227    0.13064575195   0.13064575195 
    0.0084126984    0.13632202148   0.13632202148 
    0.0084353741       0.12890625      0.12890625 
    0.0084580499    0.13525390625   0.13525390625 
    0.0084807256   -0.16162109375  -0.16162109375 
    0.0085034014   -0.57623291016  -0.57623291016 
    0.0085260771   -0.63290405273  -0.63290405273 
    0.0085487528   -0.57894897461  -0.57894897461 
    0.0085714286   -0.49691772461  -0.49691772461 
    0.0085941043   -0.43557739258  -0.43557739258 
      0.00861678   -0.38778686523  -0.38778686523 
    0.0086394558   -0.36013793945  -0.36013793945 
    0.0086621315   -0.33978271484  -0.33978271484 
    0.0086848073     -0.330078125    -0.330078125 
     0.008707483   -0.32183837891  -0.32183837891 
    0.0087301587   -0.31924438477  -0.31924438477 
    0.0087528345   -0.31546020508  -0.31546020508 
    0.0087755102   -0.31555175781  -0.31555175781 
    0.0087981859   -0.31307983398  -0.31307983398 
    0.0088208617   -0.31423950195  -0.31423950195 
    0.0088435374   -0.31176757812  -0.31176757812 
    0.0088662132    -0.3137512207   -0.3137512207 
    0.0088888889   -0.31015014648  -0.31015014648 
    0.0089115646   -0.31338500977  -0.31338500977 
    0.0089342404    -0.3059387207   -0.3059387207 
    0.0089569161   -0.30981445312  -0.30981445312 
    0.0089795918  0.0047912597656 0.0047912597656 
    0.0090022676    0.40908813477   0.40908813477 
    0.0090249433    0.45581054688   0.45581054688 
     0.009047619    0.39804077148   0.39804077148 
    0.0090702948    0.31359863281   0.31359863281 
    0.0090929705    0.25384521484   0.25384521484 
    0.0091156463    0.20510864258   0.20510864258 
     0.009138322        0.1796875       0.1796875 
    0.0091609977    0.15817260742   0.15817260742 
    0.0091836735    0.15054321289   0.15054321289 
    0.0092063492    0.14083862305   0.14083862305 
    0.0092290249    0.14019775391   0.14019775391 
    0.0092517007    0.13482666016   0.13482666016 
    0.0092743764    0.13674926758   0.13674926758 
    0.0092970522    0.13269042969   0.13269042969 
    0.0093197279     0.1357421875    0.1357421875 
    0.0093424036    0.13174438477   0.13174438477 
    0.0093650794    0.13568115234   0.13568115234 
    0.0093877551    0.13073730469   0.13073730469 
    0.0094104308    0.13647460938   0.13647460938 
    0.0094331066    0.12799072266   0.12799072266 
    0.0094557823    0.14144897461   0.14144897461 
     0.009478458    -0.1145324707   -0.1145324707 
    0.0095011338   -0.55035400391  -0.55035400391 
    0.0095238095   -0.63702392578  -0.63702392578 
    0.0095464853   -0.58529663086  -0.58529663086 
     0.009569161   -0.50531005859  -0.50531005859 
    0.0095918367    -0.4404296875   -0.4404296875 
    0.0096145125   -0.39205932617  -0.39205932617 
    0.0096371882   -0.36206054688  -0.36206054688 
    0.0096598639   -0.34161376953  -0.34161376953 
    0.0096825397   -0.33068847656  -0.33068847656 
    0.0097052154   -0.32260131836  -0.32260131836 
    0.0097278912   -0.31936645508  -0.31936645508 
    0.0097505669   -0.31582641602  -0.31582641602 
    0.0097732426   -0.31555175781  -0.31555175781 
    0.0097959184   -0.31323242188  -0.31323242188 
    0.0098185941   -0.31427001953  -0.31427001953 
    0.0098412698   -0.31176757812  -0.31176757812 
    0.0098639456   -0.31396484375  -0.31396484375 
    0.0098866213   -0.30990600586  -0.30990600586 
    0.0099092971   -0.31420898438  -0.31420898438 
    0.0099319728    -0.3044128418   -0.3044128418 
    0.0099546485   -0.31753540039  -0.31753540039 
    0.0099773243  -0.043121337891 -0.043121337891 
            0.01     0.3850402832    0.3850402832 
     0.010022676     0.4602355957    0.4602355957 
     0.010045351     0.4049987793    0.4049987793 
     0.010068027    0.32174682617   0.32174682617 
     0.010090703    0.25885009766   0.25885009766 
     0.010113379    0.20922851562   0.20922851562 
     0.010136054      0.181640625     0.181640625 
      0.01015873    0.15994262695   0.15994262695 
     0.010181406    0.15106201172   0.15106201172 
     0.010204082    0.14166259766   0.14166259766 
     0.010226757    0.14016723633   0.14016723633 
     0.010249433    0.13531494141   0.13531494141 
     0.010272109    0.13653564453   0.13653564453 
     0.010294785    0.13311767578   0.13311767578 
      0.01031746    0.13540649414   0.13540649414 
     0.010340136    0.13214111328   0.13214111328 
     0.010362812    0.13531494141   0.13531494141 
     0.010385488     0.1311340332    0.1311340332 
     0.010408163    0.13626098633   0.13626098633 
     0.010430839    0.12780761719   0.12780761719 
     0.010453515    0.14462280273   0.14462280273 
      0.01047619  -0.069976806641 -0.069976806641 
     0.010498866    -0.5198059082   -0.5198059082 
     0.010521542   -0.64028930664  -0.64028930664 
     0.010544218   -0.59124755859  -0.59124755859 
     0.010566893    -0.5139465332   -0.5139465332 
     0.010589569   -0.44537353516  -0.44537353516 
     0.010612245   -0.39663696289  -0.39663696289 
     0.010634921   -0.36407470703  -0.36407470703 
     0.010657596   -0.34359741211  -0.34359741211 
     0.010680272   -0.33126831055  -0.33126831055 
     0.010702948   -0.32345581055  -0.32345581055 
     0.010725624   -0.31945800781  -0.31945800781 
     0.010748299   -0.31622314453  -0.31622314453 
     0.010770975   -0.31546020508  -0.31546020508 
     0.010793651   -0.31344604492  -0.31344604492 
     0.010816327   -0.31420898438  -0.31420898438 
     0.010839002   -0.31188964844  -0.31188964844 
     0.010861678   -0.31396484375  -0.31396484375 
     0.010884354   -0.30987548828  -0.30987548828 
     0.010907029   -0.31460571289  -0.31460571289 
     0.010929705    -0.3037109375   -0.3037109375 
     0.010952381   -0.32189941406  -0.32189941406 
     0.010975057  -0.088897705078 -0.088897705078 
     0.010997732    0.35629272461   0.35629272461 
     0.011020408    0.46383666992   0.46383666992 
     0.011043084    0.41152954102   0.41152954102 
      0.01106576    0.33029174805   0.33029174805 
     0.011088435    0.26382446289   0.26382446289 
     0.011111111    0.21371459961   0.21371459961 
     0.011133787    0.18356323242   0.18356323242 
     0.011156463    0.16195678711   0.16195678711 
     0.011179138    0.15148925781   0.15148925781 
     0.011201814    0.14263916016   0.14263916016 
      0.01122449    0.14004516602   0.14004516602 
     0.011247166    0.13595581055   0.13595581055 
     0.011269841    0.13616943359   0.13616943359 
     0.011292517    0.13363647461   0.13363647461 
     0.011315193    0.13494873047   0.13494873047 
     0.011337868    0.13269042969   0.13269042969 
     0.011360544      0.134765625     0.134765625 
      0.01138322    0.13171386719   0.13171386719 
     0.011405896    0.13568115234   0.13568115234 
     0.011428571    0.12829589844   0.12829589844 
     0.011451247    0.14529418945   0.14529418945 
     0.011473923  -0.028747558594 -0.028747558594 
     0.011496599   -0.48474121094  -0.48474121094 
     0.011519274   -0.64218139648  -0.64218139648 
      0.01154195   -0.59686279297  -0.59686279297 
     0.011564626   -0.52276611328  -0.52276611328 
     0.011587302   -0.45050048828  -0.45050048828 
     0.011609977    -0.4013671875   -0.4013671875 
     0.011632653    -0.3662109375   -0.3662109375 
     0.011655329   -0.34567260742  -0.34567260742 
     0.011678005   -0.33187866211  -0.33187866211 
      0.01170068   -0.32437133789  -0.32437133789 
     0.011723356   -0.31951904297  -0.31951904297 
     0.011746032    -0.3166809082   -0.3166809082 
     0.011768707   -0.31536865234  -0.31536865234 
     0.011791383   -0.31372070312  -0.31372070312 
     0.011814059   -0.31405639648  -0.31405639648 
     0.011836735   -0.31210327148  -0.31210327148 
      0.01185941   -0.31384277344  -0.31384277344 
     0.011882086   -0.31008911133  -0.31008911133 
     0.011904762   -0.31463623047  -0.31463623047 
     0.011927438   -0.30377197266  -0.30377197266 
     0.011950113   -0.32348632812  -0.32348632812 
     0.011972789   -0.13168334961  -0.13168334961 
     0.011995465    0.32299804688   0.32299804688 
     0.012018141    0.46624755859   0.46624755859 
     0.012040816     0.4176940918    0.4176940918 
     0.012063492    0.33911132812   0.33911132812 
     0.012086168    0.26892089844   0.26892089844 
     0.012108844    0.21844482422   0.21844482422 
     0.012131519    0.18548583984   0.18548583984 
     0.012154195    0.16412353516   0.16412353516 
     0.012176871    0.15188598633   0.15188598633 
     0.012199546    0.14373779297   0.14373779297 
     0.012222222    0.13983154297   0.13983154297 
     0.012244898    0.13668823242   0.13668823242 
     0.012267574     0.1357421875    0.1357421875 
     0.012290249    0.13424682617   0.13424682617 
     0.012312925    0.13439941406   0.13439941406 
     0.012335601    0.13333129883   0.13333129883 
     0.012358277    0.13412475586   0.13412475586 
     0.012380952    0.13247680664   0.13247680664 
     0.012403628    0.13485717773   0.13485717773 
     0.012426304    0.12927246094   0.12927246094 
      0.01244898    0.14419555664   0.14419555664 
     0.012471655  0.0085144042969 0.0085144042969 
     0.012494331   -0.44552612305  -0.44552612305 
     0.012517007   -0.64227294922  -0.64227294922 
     0.012539683    -0.6022644043   -0.6022644043 
     0.012562358   -0.53164672852  -0.53164672852 
     0.012585034   -0.45590209961  -0.45590209961 
      0.01260771   -0.40621948242  -0.40621948242 
     0.012630385   -0.36846923828  -0.36846923828 
     0.012653061   -0.34777832031  -0.34777832031 
     0.012675737   -0.33258056641  -0.33258056641 
     0.012698413   -0.32528686523  -0.32528686523 
     0.012721088   -0.31958007812  -0.31958007812 
     0.012743764   -0.31716918945  -0.31716918945 
      0.01276644   -0.31524658203  -0.31524658203 
     0.012789116   -0.31405639648  -0.31405639648 
     0.012811791   -0.31384277344  -0.31384277344 
     0.012834467   -0.31243896484  -0.31243896484 
     0.012857143   -0.31359863281  -0.31359863281 
     0.012879819   -0.31048583984  -0.31048583984 
     0.012902494   -0.31430053711  -0.31430053711 
      0.01292517   -0.30450439453  -0.30450439453 
     0.012947846   -0.32293701172  -0.32293701172 
     0.012970522   -0.17083740234  -0.17083740234 
     0.012993197    0.28540039062   0.28540039062 
     0.013015873    0.46701049805   0.46701049805 
     0.013038549    0.42358398438   0.42358398438 
     0.013061224    0.34805297852   0.34805297852 
       0.0130839    0.27420043945   0.27420043945 
     0.013106576     0.2233581543    0.2233581543 
     0.013129252    0.18753051758   0.18753051758 
     0.013151927    0.16638183594   0.16638183594 
     0.013174603    0.15231323242   0.15231323242 
     0.013197279    0.14489746094   0.14489746094 
     0.013219955    0.13961791992   0.13961791992 
      0.01324263     0.1374206543    0.1374206543 
     0.013265306    0.13528442383   0.13528442383 
     0.013287982    0.13491821289   0.13491821289 
     0.013310658    0.13381958008   0.13381958008 
     0.013333333    0.13400268555   0.13400268555 
     0.013356009    0.13342285156   0.13342285156 
     0.013378685    0.13330078125   0.13330078125 
